"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"JPN","Japan","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2004","2004","PC","Percentage","0","Units",,,50.1,,
"JPN","Japan","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2005","2005","PC","Percentage","0","Units",,,50.8,,
"JPN","Japan","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2006","2006","PC","Percentage","0","Units",,,51.5,,
"JPN","Japan","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2007","2007","PC","Percentage","0","Units",,,52.5,,
"JPN","Japan","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2008","2008","PC","Percentage","0","Units",,,53.1,,
"JPN","Japan","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2009","2009","PC","Percentage","0","Units",,,53.5,,
"JPN","Japan","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2010","2010","PC","Percentage","0","Units",,,53.9,,
"JPN","Japan","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2011","2011","PC","Percentage","0","Units",,,53.7,,
"JPN","Japan","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2012","2012","PC","Percentage","0","Units",,,54,,
"JPN","Japan","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2013","2013","PC","Percentage","0","Units",,,55.8,,
"JPN","Japan","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2014","2014","PC","Percentage","0","Units",,,57.5,,
"JPN","Japan","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2015","2015","PC","Percentage","0","Units",,,59.2,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","1990","1990","PC","Percentage","0","Units",,,77.2,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","1995","1995","PC","Percentage","0","Units",,,79.6,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2000","2000","PC","Percentage","0","Units",,,71.3,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2001","2001","PC","Percentage","0","Units",,,72,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2002","2002","PC","Percentage","0","Units",,,73.9,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2003","2003","PC","Percentage","0","Units",,,72.8,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2004","2004","PC","Percentage","0","Units",,,73.6,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2005","2005","PC","Percentage","0","Units",,,74.5,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2006","2006","PC","Percentage","0","Units",,,74.9,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2007","2007","PC","Percentage","0","Units",,,76.8,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2008","2008","PC","Percentage","0","Units",,,76.3,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2009","2009","PC","Percentage","0","Units",,,76.6,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2010","2010","PC","Percentage","0","Units",,,77.7,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2011","2011","PC","Percentage","0","Units",,,78.9,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2012","2012","PC","Percentage","0","Units",,,79.6,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2013","2013","PC","Percentage","0","Units",,,80.4,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2014","2014","PC","Percentage","0","Units",,,82,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2015","2015","PC","Percentage","0","Units",,,81.8,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","1990","1990","PC","Percentage","0","Units",,,49.6,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","1995","1995","PC","Percentage","0","Units",,,50.4,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2000","2000","PC","Percentage","0","Units",,,48.8,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2001","2001","PC","Percentage","0","Units",,,48.2,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2002","2002","PC","Percentage","0","Units",,,48,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2003","2003","PC","Percentage","0","Units",,,46,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2004","2004","PC","Percentage","0","Units",,,46.6,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2005","2005","PC","Percentage","0","Units",,,46.5,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2006","2006","PC","Percentage","0","Units",,,47,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2007","2007","PC","Percentage","0","Units",,,47.6,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2008","2008","PC","Percentage","0","Units",,,47.9,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2009","2009","PC","Percentage","0","Units",,,47.5,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2010","2010","PC","Percentage","0","Units",,,48.1,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2011","2011","PC","Percentage","0","Units",,,48.9,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2012","2012","PC","Percentage","0","Units",,,50.2,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2013","2013","PC","Percentage","0","Units",,,51.4,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2014","2014","PC","Percentage","0","Units",,,53,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2015","2015","PC","Percentage","0","Units",,,54.2,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","1990","1990","PC","Percentage","0","Units",,,43.2,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","1995","1995","PC","Percentage","0","Units",,,35.1,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2000","2000","PC","Percentage","0","Units",,,38.6,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2001","2001","PC","Percentage","0","Units",,,35.5,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2002","2002","PC","Percentage","0","Units",,,37.7,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2003","2003","PC","Percentage","0","Units",,,40.1,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2004","2004","PC","Percentage","0","Units",,,38.8,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2005","2005","PC","Percentage","0","Units",,,39.4,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2006","2006","PC","Percentage","0","Units",,,38.9,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2007","2007","PC","Percentage","0","Units",,,36.4,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2008","2008","PC","Percentage","0","Units",,,39.7,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2009","2009","PC","Percentage","0","Units",,,47.7,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2010","2010","PC","Percentage","0","Units",,,48.8,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2011","2011","PC","Percentage","0","Units",,,48.4,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2012","2012","PC","Percentage","0","Units",,,48.3,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2013","2013","PC","Percentage","0","Units",,,50.5,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2014","2014","PC","Percentage","0","Units",,,52.1,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2015","2015","PC","Percentage","0","Units",,,45.5,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","1990","1990","PC","Percentage","0","Units",,,13.8,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","1995","1995","PC","Percentage","0","Units",,,13.3,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2000","2000","PC","Percentage","0","Units",,,16.8,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2001","2001","PC","Percentage","0","Units",,,14.4,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2002","2002","PC","Percentage","0","Units",,,18.1,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2003","2003","PC","Percentage","0","Units",,,21.2,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2004","2004","PC","Percentage","0","Units",,,22.6,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2005","2005","PC","Percentage","0","Units",,,25.1,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2006","2006","PC","Percentage","0","Units",,,28.5,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2007","2007","PC","Percentage","0","Units",,,29.1,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2008","2008","PC","Percentage","0","Units",,,30.3,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2009","2009","PC","Percentage","0","Units",,,30.6,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2010","2010","PC","Percentage","0","Units",,,32,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2011","2011","PC","Percentage","0","Units",,,32.1,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2012","2012","PC","Percentage","0","Units",,,35.2,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2013","2013","PC","Percentage","0","Units",,,34.2,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2014","2014","PC","Percentage","0","Units",,,36.5,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2015","2015","PC","Percentage","0","Units",,,35,,
"MEX","Mexico","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","1995","1995","PC","Percentage","0","Units",,,78.8,,
"MEX","Mexico","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2000","2000","PC","Percentage","0","Units",,,79.3,,
"MEX","Mexico","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2001","2001","PC","Percentage","0","Units",,,78.8,,
"MEX","Mexico","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2002","2002","PC","Percentage","0","Units",,,79.7,,
"MEX","Mexico","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2003","2003","PC","Percentage","0","Units",,,79.4,,
"MEX","Mexico","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2004","2004","PC","Percentage","0","Units",,,79.3,,
"MEX","Mexico","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2005","2005","PC","Percentage","0","Units",,,79.4,,
"MEX","Mexico","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2006","2006","PC","Percentage","0","Units",,,82.1,,
"MEX","Mexico","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2007","2007","PC","Percentage","0","Units",,,80.9,,
"MEX","Mexico","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2008","2008","PC","Percentage","0","Units",,,80.2,,
"MEX","Mexico","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2009","2009","PC","Percentage","0","Units",,,78,,
"MEX","Mexico","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2010","2010","PC","Percentage","0","Units",,,78.9,,
"MEX","Mexico","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2011","2011","PC","Percentage","0","Units",,,77.1,,
"MEX","Mexico","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2012","2012","PC","Percentage","0","Units",,,79.3,,
"MEX","Mexico","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2013","2013","PC","Percentage","0","Units",,,78.2,,
"MEX","Mexico","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2014","2014","PC","Percentage","0","Units",,,78.7,,
"MEX","Mexico","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2015","2015","PC","Percentage","0","Units",,,78,,
"MEX","Mexico","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","1995","1995","PC","Percentage","0","Units",,,26.7,,
"MEX","Mexico","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2000","2000","PC","Percentage","0","Units",,,28,,
"MEX","Mexico","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2001","2001","PC","Percentage","0","Units",,,27.3,,
"MEX","Mexico","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2002","2002","PC","Percentage","0","Units",,,28.8,,
"MEX","Mexico","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2003","2003","PC","Percentage","0","Units",,,29.7,,
"MEX","Mexico","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2004","2004","PC","Percentage","0","Units",,,31.8,,
"MEX","Mexico","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2005","2005","PC","Percentage","0","Units",,,30.8,,
"MEX","Mexico","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2006","2006","PC","Percentage","0","Units",,,32.2,,
"MEX","Mexico","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2007","2007","PC","Percentage","0","Units",,,32.8,,
"MEX","Mexico","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2008","2008","PC","Percentage","0","Units",,,34.5,,
"MEX","Mexico","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2009","2009","PC","Percentage","0","Units",,,33.1,,
"MEX","Mexico","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2010","2010","PC","Percentage","0","Units",,,35.9,,
"MEX","Mexico","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2011","2011","PC","Percentage","0","Units",,,34.9,,
"MEX","Mexico","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2012","2012","PC","Percentage","0","Units",,,37.8,,
"MEX","Mexico","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2013","2013","PC","Percentage","0","Units",,,38,,
"MEX","Mexico","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2014","2014","PC","Percentage","0","Units",,,36.9,,
"MEX","Mexico","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2015","2015","PC","Percentage","0","Units",,,36.4,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","1990","1990","PC","Percentage","0","Units",,,45.7,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","1995","1995","PC","Percentage","0","Units",,,42.3,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2000","2000","PC","Percentage","0","Units",,,50.9,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2001","2001","PC","Percentage","0","Units",,,49.3,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2002","2002","PC","Percentage","0","Units",,,55.1,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2003","2003","PC","Percentage","0","Units",,,56.9,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2004","2004","PC","Percentage","0","Units",,,58,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2005","2005","PC","Percentage","0","Units",,,58.8,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2006","2006","PC","Percentage","0","Units",,,58.8,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2007","2007","PC","Percentage","0","Units",,,62.6,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2008","2008","PC","Percentage","0","Units",,,65.7,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2009","2009","PC","Percentage","0","Units",,,66.8,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2010","2010","PC","Percentage","0","Units",,,67.6,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2011","2011","PC","Percentage","0","Units",,,68.6,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2012","2012","PC","Percentage","0","Units",,,71.6,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2013","2013","PC","Percentage","0","Units",,,75.3,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2014","2014","PC","Percentage","0","Units",,,76.5,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2015","2015","PC","Percentage","0","Units",,,77.6,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","1990","1990","PC","Percentage","0","Units",,,16.7,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","1995","1995","PC","Percentage","0","Units",,,18.6,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2000","2000","PC","Percentage","0","Units",,,25.9,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2001","2001","PC","Percentage","0","Units",,,26.3,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2002","2002","PC","Percentage","0","Units",,,30.1,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2003","2003","PC","Percentage","0","Units",,,30.6,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2004","2004","PC","Percentage","0","Units",,,32.8,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2005","2005","PC","Percentage","0","Units",,,34.8,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2006","2006","PC","Percentage","0","Units",,,36.7,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2007","2007","PC","Percentage","0","Units",,,38.9,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2008","2008","PC","Percentage","0","Units",,,41.3,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2009","2009","PC","Percentage","0","Units",,,43.3,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2010","2010","PC","Percentage","0","Units",,,44.9,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2011","2011","PC","Percentage","0","Units",,,48.4,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2012","2012","PC","Percentage","0","Units",,,51.3,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2013","2013","PC","Percentage","0","Units",,,52.9,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2014","2014","PC","Percentage","0","Units",,,54.3,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2015","2015","PC","Percentage","0","Units",,,56.7,,
"NZL","New Zealand","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","1990","1990","PC","Percentage","0","Units",,,56.6,,
"NZL","New Zealand","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","1995","1995","PC","Percentage","0","Units",,,65,,
"NZL","New Zealand","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2000","2000","PC","Percentage","0","Units",,,71.9,,
"NZL","New Zealand","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2001","2001","PC","Percentage","0","Units",,,73.8,,
"NZL","New Zealand","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2002","2002","PC","Percentage","0","Units",,,77,,
"NZL","New Zealand","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2003","2003","PC","Percentage","0","Units",,,76,,
"NZL","New Zealand","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2004","2004","PC","Percentage","0","Units",,,78,,
"NZL","New Zealand","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2005","2005","PC","Percentage","0","Units",,,79.5,,
"NZL","New Zealand","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2006","2006","PC","Percentage","0","Units",,,81.1,,
"NZL","New Zealand","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2007","2007","PC","Percentage","0","Units",,,81.9,,
"NZL","New Zealand","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2008","2008","PC","Percentage","0","Units",,,81.7,,
"NZL","New Zealand","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2009","2009","PC","Percentage","0","Units",,,82.6,,
"NZL","New Zealand","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2010","2010","PC","Percentage","0","Units",,,82.7,,
"NZL","New Zealand","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2011","2011","PC","Percentage","0","Units",,,82.8,,
"NZL","New Zealand","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2012","2012","PC","Percentage","0","Units",,,83.1,,
"NZL","New Zealand","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2013","2013","PC","Percentage","0","Units",,,82.5,,
"NZL","New Zealand","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2014","2014","PC","Percentage","0","Units",,,83.6,,
"NZL","New Zealand","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","5564","55-64","2015","2015","PC","Percentage","0","Units",,,83.5,,
"NZL","New Zealand","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","1990","1990","PC","Percentage","0","Units",,,30.6,,
"NZL","New Zealand","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","1995","1995","PC","Percentage","0","Units",,,39,,
"NZL","New Zealand","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2000","2000","PC","Percentage","0","Units",,,47.8,,
"NZL","New Zealand","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2001","2001","PC","Percentage","0","Units",,,51.6,,
"NZL","New Zealand","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2002","2002","PC","Percentage","0","Units",,,54,,
"NZL","New Zealand","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2003","2003","PC","Percentage","0","Units",,,57.7,,
"NZL","New Zealand","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2004","2004","PC","Percentage","0","Units",,,59.7,,
"NZL","New Zealand","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2005","2005","PC","Percentage","0","Units",,,62.4,,
"NZL","New Zealand","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2006","2006","PC","Percentage","0","Units",,,62.1,,
"NZL","New Zealand","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2007","2007","PC","Percentage","0","Units",,,64.1,,
"NZL","New Zealand","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2008","2008","PC","Percentage","0","Units",,,64.8,,
"NZL","New Zealand","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2009","2009","PC","Percentage","0","Units",,,66.4,,
"NZL","New Zealand","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2010","2010","PC","Percentage","0","Units",,,69.2,,
"NZL","New Zealand","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2011","2011","PC","Percentage","0","Units",,,69.8,,
"NZL","New Zealand","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","5564","55-64","2012","2012","PC","Percentage","0","Units",,,71.1,,
